timestamp,time_s,heart_rate_bpm
2025-11-19 10:16:31,2675.0,179.0
2025-11-19 10:16:32,2676.0,180.0
2025-11-19 10:16:33,2677.0,180.0
2025-11-19 10:16:38,2682.0,178.0
2025-11-19 10:16:44,2688.0,177.0
2025-11-19 10:16:48,2692.0,175.0
2025-11-19 10:16:50,2694.0,174.0
2025-11-19 10:16:53,2697.0,174.0
2025-11-19 10:16:58,2702.0,173.0
2025-11-19 10:17:03,2707.0,173.0
2025-11-19 10:17:06,2710.0,172.0
2025-11-19 10:17:07,2711.0,169.0
2025-11-19 10:17:10,2714.0,170.0
2025-11-19 10:17:12,2716.0,170.0
2025-11-19 10:17:13,2717.0,170.0
2025-11-19 10:17:18,2722.0,171.0
2025-11-19 10:17:19,2723.0,170.0
2025-11-19 10:17:21,2725.0,172.0
2025-11-19 10:17:22,2726.0,171.0
2025-11-19 10:17:27,2731.0,172.0
2025-11-19 10:17:33,2737.0,171.0
2025-11-19 10:17:35,2739.0,172.0
2025-11-19 10:17:39,2743.0,175.0
2025-11-19 10:17:43,2747.0,178.0
2025-11-19 10:17:45,2749.0,179.0
2025-11-19 10:17:47,2751.0,179.0
2025-11-19 10:17:48,2752.0,179.0
2025-11-19 10:17:52,2756.0,178.0
2025-11-19 10:17:54,2758.0,178.0
2025-11-19 10:17:57,2761.0,177.0
2025-11-19 10:18:03,2767.0,179.0
2025-11-19 10:18:09,2773.0,177.0
2025-11-19 10:18:10,2774.0,177.0
2025-11-19 10:18:15,2779.0,176.0
2025-11-19 10:18:16,2780.0,176.0
2025-11-19 10:18:19,2783.0,179.0
2025-11-19 10:18:20,2784.0,175.0
2025-11-19 10:18:26,2790.0,174.0
2025-11-19 10:18:27,2791.0,172.0
2025-11-19 10:18:29,2793.0,172.0
2025-11-19 10:18:35,2799.0,173.0
2025-11-19 10:18:36,2800.0,174.0
2025-11-19 10:18:42,2806.0,175.0
2025-11-19 10:18:47,2811.0,177.0
2025-11-19 10:18:52,2816.0,178.0
2025-11-19 10:18:55,2819.0,175.0
2025-11-19 10:18:57,2821.0,174.0
2025-11-19 10:18:58,2822.0,178.0
2025-11-19 10:19:03,2827.0,178.0
2025-11-19 10:19:06,2830.0,175.0
2025-11-19 10:19:07,2831.0,174.0
2025-11-19 10:19:11,2835.0,173.0
2025-11-19 10:19:12,2836.0,173.0
2025-11-19 10:19:18,2842.0,175.0
2025-11-19 10:19:20,2844.0,173.0
2025-11-19 10:19:26,2850.0,175.0
2025-11-19 10:19:27,2851.0,173.0
2025-11-19 10:19:30,2854.0,176.0
2025-11-19 10:19:32,2856.0,173.0
2025-11-19 10:19:36,2860.0,174.0
2025-11-19 10:19:38,2862.0,174.0
2025-11-19 10:19:45,2869.0,174.0
2025-11-19 10:19:46,2870.0,174.0
2025-11-19 10:19:53,2877.0,175.0
2025-11-19 10:19:59,2883.0,175.0
2025-11-19 10:20:02,2886.0,177.0
2025-11-19 10:20:09,2893.0,177.0
2025-11-19 10:20:12,2896.0,177.0
2025-11-19 10:20:18,2902.0,179.0
2025-11-19 10:20:25,2909.0,178.0
2025-11-19 10:20:31,2915.0,178.0
2025-11-19 10:20:32,2916.0,177.0
2025-11-19 10:20:36,2920.0,178.0
2025-11-19 10:20:38,2922.0,176.0
2025-11-19 10:20:42,2926.0,179.0
2025-11-19 10:20:44,2928.0,179.0
2025-11-19 10:20:49,2933.0,180.0
2025-11-19 10:20:50,2934.0,181.0
2025-11-19 10:20:56,2940.0,180.0
2025-11-19 10:20:57,2941.0,181.0
2025-11-19 10:21:03,2947.0,181.0
2025-11-19 10:21:09,2953.0,178.0
2025-11-19 10:21:12,2956.0,179.0
2025-11-19 10:21:19,2963.0,178.0
2025-11-19 10:21:20,2964.0,177.0
2025-11-19 10:21:26,2970.0,178.0
2025-11-19 10:21:33,2977.0,177.0
2025-11-19 10:21:39,2983.0,178.0
2025-11-19 10:21:44,2988.0,179.0
2025-11-19 10:21:50,2994.0,182.0
2025-11-19 10:21:51,2995.0,183.0
2025-11-19 10:21:57,3001.0,182.0
2025-11-19 10:22:03,3007.0,182.0
2025-11-19 10:22:05,3009.0,180.0
2025-11-19 10:22:10,3014.0,181.0
2025-11-19 10:22:17,3021.0,180.0
2025-11-19 10:22:23,3027.0,179.0
2025-11-19 10:22:25,3029.0,178.0
2025-11-19 10:22:31,3035.0,179.0
2025-11-19 10:22:36,3040.0,178.0
2025-11-19 10:22:43,3047.0,177.0
2025-11-19 10:22:44,3048.0,179.0
2025-11-19 10:22:49,3053.0,178.0
